               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.016423,           0.0085076,           0.0063422,             0.88701,             0.59099,              0.6727,             0.45688,            0.025644,            0.019066,            0.013129,           0.0021295,           0.0021295,           0.0021295
                 161,            0.015962,           0.0082743,           0.0065169,             0.88304,             0.59572,             0.67638,              0.4608,            0.025355,            0.018798,            0.013176,             0.00208,             0.00208,             0.00208
                 162,            0.016444,           0.0083923,           0.0065626,             0.85992,             0.59996,             0.67655,             0.45186,            0.025332,            0.018742,            0.013153,           0.0020305,           0.0020305,           0.0020305
                 163,            0.016171,             0.00829,           0.0062152,             0.85512,             0.61312,             0.67075,             0.45431,            0.025329,            0.018494,             0.01323,            0.001981,            0.001981,            0.001981
                 164,            0.015513,           0.0082829,           0.0067096,             0.86628,             0.59891,             0.67173,             0.46686,            0.024879,            0.018897,            0.013185,           0.0019315,           0.0019315,           0.0019315
                 165,            0.015744,           0.0081618,           0.0060238,             0.87503,             0.59739,             0.67088,             0.46075,            0.024942,            0.019021,            0.013315,            0.001882,            0.001882,            0.001882
                 166,            0.016421,           0.0084276,           0.0060626,             0.87514,             0.60099,             0.67733,             0.45461,            0.025232,            0.018999,            0.013668,           0.0018325,           0.0018325,           0.0018325
                 167,            0.016003,           0.0082767,           0.0062879,             0.86869,             0.59255,             0.66732,              0.4589,            0.025119,            0.019139,            0.013774,            0.001783,            0.001783,            0.001783
                 168,            0.015557,           0.0083008,            0.005991,             0.87552,             0.60521,             0.68255,              0.4635,            0.025245,            0.018892,            0.013131,           0.0017335,           0.0017335,           0.0017335
                 169,            0.014749,           0.0079824,           0.0058152,              0.8724,             0.59314,             0.65307,             0.45313,            0.025118,            0.018967,            0.013329,            0.001684,            0.001684,            0.001684
                 170,            0.015694,           0.0082529,           0.0062022,             0.86551,             0.58061,             0.65439,             0.45619,             0.02504,            0.018993,            0.013778,           0.0016345,           0.0016345,           0.0016345
                 171,            0.015774,           0.0081291,           0.0056085,              0.8165,              0.6239,             0.67547,             0.45546,            0.025179,            0.019073,            0.013383,            0.001585,            0.001585,            0.001585
                 172,            0.014845,           0.0077736,           0.0058317,             0.87401,             0.59701,             0.67524,             0.45498,            0.025259,            0.018928,            0.013518,           0.0015355,           0.0015355,           0.0015355
                 173,            0.014462,           0.0077433,           0.0057037,              0.8514,             0.62066,             0.67757,             0.45789,            0.025004,            0.018801,            0.013039,            0.001486,            0.001486,            0.001486
                 174,            0.014263,             0.00776,           0.0060486,             0.84647,             0.61638,             0.67727,             0.46026,            0.025143,            0.019306,            0.013106,           0.0014365,           0.0014365,           0.0014365
                 175,            0.014429,           0.0078712,           0.0058197,              0.8493,             0.61524,             0.68321,             0.46378,            0.025167,            0.019533,            0.013039,            0.001387,            0.001387,            0.001387
                 176,            0.013867,           0.0079203,           0.0056915,             0.84787,             0.61483,             0.68239,             0.47145,            0.024997,             0.01954,            0.012779,           0.0013375,           0.0013375,           0.0013375
                 177,            0.014462,           0.0078143,           0.0052818,             0.83578,             0.62216,             0.68271,             0.46671,            0.025046,            0.019554,            0.012697,            0.001288,            0.001288,            0.001288
                 178,             0.01416,           0.0078537,           0.0058495,             0.84104,             0.62399,              0.6789,             0.46423,            0.025055,            0.019339,            0.012638,           0.0012385,           0.0012385,           0.0012385
                 179,            0.014441,           0.0078069,           0.0050434,             0.82249,             0.61475,             0.67423,             0.45669,            0.025216,            0.019336,            0.012789,            0.001189,            0.001189,            0.001189
                 180,            0.014624,           0.0080093,           0.0062063,             0.84629,              0.6062,             0.68251,              0.4632,            0.025004,            0.019189,            0.012634,           0.0011395,           0.0011395,           0.0011395
                 181,            0.013554,           0.0076215,           0.0054328,             0.84532,             0.62003,             0.68388,             0.47134,            0.024718,            0.019184,            0.012645,             0.00109,             0.00109,             0.00109
                 182,            0.013517,           0.0076296,            0.005072,             0.88215,             0.60299,             0.69001,             0.47689,            0.024834,            0.019459,            0.012794,           0.0010405,           0.0010405,           0.0010405
                 183,             0.01353,           0.0075449,           0.0056298,             0.86928,             0.59252,             0.68845,             0.47289,             0.02494,            0.019494,            0.012626,            0.000991,            0.000991,            0.000991
                 184,            0.013274,           0.0071997,           0.0050177,             0.83312,              0.6231,             0.65927,              0.4607,            0.025025,            0.019336,            0.012457,           0.0009415,           0.0009415,           0.0009415
                 185,            0.013608,           0.0073241,           0.0053118,             0.83186,              0.6219,             0.69378,             0.47344,            0.025132,            0.019434,            0.012538,            0.000892,            0.000892,            0.000892
                 186,            0.013704,           0.0073117,           0.0054658,             0.83569,             0.61977,             0.68615,             0.46552,            0.025117,            0.019789,            0.012717,           0.0008425,           0.0008425,           0.0008425
                 187,            0.013061,           0.0071683,           0.0048486,             0.83438,             0.61756,             0.66066,             0.46601,            0.024775,            0.019509,            0.012992,            0.000793,            0.000793,            0.000793
                 188,            0.013023,           0.0077765,           0.0052365,             0.83978,             0.61656,             0.65836,             0.46305,            0.024953,            0.019445,              0.0131,           0.0007435,           0.0007435,           0.0007435
                 189,            0.012764,           0.0072521,            0.004731,             0.86725,              0.5971,             0.66269,             0.46263,            0.024905,            0.019747,            0.013283,            0.000694,            0.000694,            0.000694
                 190,            0.012963,           0.0074689,             0.00468,             0.82626,              0.6171,             0.65893,             0.46126,            0.024881,            0.019915,            0.013185,           0.0006445,           0.0006445,           0.0006445
                 191,            0.012571,           0.0071822,           0.0049805,             0.83608,             0.61705,             0.65041,             0.46264,            0.024945,             0.01979,            0.013131,            0.000595,            0.000595,            0.000595
                 192,            0.012805,           0.0076926,           0.0051371,             0.84462,             0.61621,             0.65007,             0.45567,            0.024854,            0.019557,            0.013139,           0.0005455,           0.0005455,           0.0005455
                 193,            0.012391,           0.0074162,           0.0051036,             0.84782,             0.61894,             0.64904,             0.45539,            0.024813,             0.01953,            0.013187,            0.000496,            0.000496,            0.000496
                 194,            0.012766,           0.0075385,           0.0047115,             0.85109,             0.61949,             0.64882,             0.45539,            0.024954,            0.019505,            0.013174,           0.0004465,           0.0004465,           0.0004465
                 195,            0.012504,           0.0073653,           0.0048682,             0.83897,             0.61993,             0.64742,             0.45638,            0.024971,            0.019622,             0.01315,            0.000397,            0.000397,            0.000397
                 196,            0.012039,           0.0073335,           0.0048153,             0.84032,             0.61982,             0.64319,             0.45177,            0.024823,             0.01957,            0.013131,           0.0003475,           0.0003475,           0.0003475
                 197,            0.012782,           0.0074082,           0.0049105,             0.84033,             0.62182,             0.64696,             0.45828,            0.024821,            0.019501,             0.01313,            0.000298,            0.000298,            0.000298
                 198,             0.01235,            0.007475,           0.0051255,              0.8404,             0.62237,             0.65927,             0.45646,            0.024833,            0.019479,            0.013085,           0.0002485,           0.0002485,           0.0002485
                 199,             0.01211,           0.0069533,           0.0047678,             0.84058,             0.62138,             0.65907,             0.45635,            0.024826,              0.0195,             0.01308,            0.000199,            0.000199,            0.000199
